backend,backend_size,code,distance,cycles,state,routing_method,layout_method,gate_overhead_mean,gate_overhead_var,tq_gate_overhead_mean,tq_gate_overhead_var,swap_overhead_mean,swap_overhead_var
custom_heavyhex,290,color,9,9,,sabre,dense,10036.834,143224.008444,10036.834,143224.008444,10036.834,143224.008444
custom_heavyhex,290,color,9,9,,sabre,trivial,11207.552,99259.633296,11207.552,99259.633296,11207.552,99259.633296
custom_heavyhex,290,surface,9,9,,sabre,dense,9161.284,97842.511344,9161.284,97842.511344,9161.284,97842.511344
custom_heavyhex,290,surface,9,9,,sabre,trivial,11987.853,66783.863391,11987.853,66783.863391,11987.853,66783.863391
custom_heavyhex,290,color,9,9,,sabre,sabre,5257.67,24359.629100000002,5257.67,24359.629100000002,5257.67,24359.629100000002
custom_heavyhex,290,surface,9,9,,sabre,sabre,4447.765,76892.215775,4447.765,76892.215775,4447.765,76892.215775
custom_heavyhex,290,hh,9,9,,sabre,dense,13697.187,165817.41403100002,13697.187,165817.41403100002,13697.187,165817.41403100002
custom_heavyhex,290,hh,9,9,,sabre,trivial,15649.824,126119.08702400001,15649.824,126119.08702400001,15649.824,126119.08702400001
custom_heavyhex,290,hh,9,9,,sabre,sabre,6201.596,212289.42878400002,6201.596,212289.42878400002,6201.596,212289.42878400002
custom_heavyhex,290,bacon,13,13,,sabre,dense,1565.532,637.064976,1565.532,637.064976,1565.532,637.064976
custom_heavyhex,290,bacon,13,13,,sabre,trivial,2328.552,1038.573296,2328.552,1038.573296,2328.552,1038.573296
custom_heavyhex,290,bacon,13,13,,sabre,sabre,892.139,2106.8876790000004,892.139,2106.8876790000004,892.139,2106.8876790000004
custom_heavyhex,290,bacon,13,13,,basic,dense,2452.0,0.0,2452.0,0.0,2452.0,0.0
custom_heavyhex,290,bacon,13,13,,basic,trivial,3277.0,0.0,3277.0,0.0,3277.0,0.0
custom_heavyhex,290,bacon,13,13,,basic,sabre,1683.123,8281.083870999999,1683.123,8281.083870999999,1683.123,8281.083870999999
custom_heavyhex,290,bacon,13,13,,stochastic,sabre,1950.846,10424.234284,1950.846,10424.234284,1950.846,10424.234284
custom_heavyhex,290,bacon,13,13,,stochastic,dense,3129.185,11069.566775000001,3129.185,11069.566775000001,3129.185,11069.566775000001
custom_heavyhex,290,bacon,13,13,,stochastic,trivial,4293.236,12911.998304,4293.236,12911.998304,4293.236,12911.998304
custom_heavyhex,290,steane,9,9,,sabre,dense,12297.29,93573.67189999999,12297.29,93573.67189999999,12297.29,93573.67189999999
custom_heavyhex,290,steane,9,9,,sabre,trivial,13243.389,92835.555679,13243.389,92835.555679,13243.389,92835.555679
custom_heavyhex,290,steane,9,9,,sabre,sabre,7147.208,32803.556736,7147.208,32803.556736,7147.208,32803.556736
custom_heavyhex,290,color,9,9,,basic,dense,16033.0,0.0,16033.0,0.0,16033.0,0.0
custom_heavyhex,290,color,9,9,,basic,trivial,17689.0,0.0,17689.0,0.0,17689.0,0.0
custom_heavyhex,290,color,9,9,,basic,sabre,11782.454,845159.5838840001,11782.454,845159.5838840001,11782.454,845159.5838840001
custom_heavyhex,290,steane,9,9,,basic,dense,17573.0,0.0,17573.0,0.0,17573.0,0.0
custom_heavyhex,290,steane,9,9,,basic,trivial,21988.0,0.0,21988.0,0.0,21988.0,0.0
custom_heavyhex,290,steane,9,9,,basic,sabre,14984.246,821038.991484,14984.246,821038.991484,14984.246,821038.991484
custom_heavyhex,290,surface,9,9,,basic,trivial,26828.0,0.0,26828.0,0.0,26828.0,0.0
custom_heavyhex,290,surface,9,9,,basic,dense,22609.0,0.0,22609.0,0.0,22609.0,0.0
custom_heavyhex,290,surface,9,9,,basic,sabre,15362.468,1357059.7269759998,15362.468,1357059.7269759998,15362.468,1357059.7269759998
custom_heavyhex,290,steane,9,9,,stochastic,dense,12142.648,225355.31009600003,12142.648,225355.31009600003,12142.648,225355.31009600003
custom_heavyhex,290,steane,9,9,,stochastic,trivial,13026.221,212471.522159,13026.221,212471.522159,13026.221,212471.522159
custom_heavyhex,290,steane,9,9,,stochastic,sabre,9818.972,94126.20321600001,9818.972,94126.20321600001,9818.972,94126.20321600001
custom_heavyhex,290,color,9,9,,stochastic,sabre,10984.963,180750.92963099998,10984.963,180750.92963099998,10984.963,180750.92963099998
custom_heavyhex,290,color,9,9,,stochastic,dense,14821.206,736311.709564,14821.206,736311.709564,14821.206,736311.709564
custom_heavyhex,290,color,9,9,,stochastic,trivial,15418.439,431614.452279,15418.439,431614.452279,15418.439,431614.452279
custom_heavyhex,290,surface,9,9,,stochastic,sabre,9701.866,282195.35204399994,9701.866,282195.35204399994,9701.866,282195.35204399994
custom_heavyhex,290,surface,9,9,,stochastic,dense,14458.149,269160.94079900003,14458.149,269160.94079900003,14458.149,269160.94079900003
custom_heavyhex,290,surface,9,9,,stochastic,trivial,17947.172,365654.420416,17947.172,365654.420416,17947.172,365654.420416
custom_heavyhex,290,hh,9,9,,stochastic,sabre,11746.325,546962.977375,11746.325,546962.977375,11746.325,546962.977375
custom_heavyhex,290,hh,9,9,,stochastic,dense,18671.454,655649.6898840001,18671.454,655649.6898840001,18671.454,655649.6898840001
custom_heavyhex,290,hh,9,9,,stochastic,trivial,20314.287,443391.73263100005,20314.287,443391.73263100005,20314.287,443391.73263100005
custom_heavyhex,290,hh,9,9,,basic,trivial,31611.0,0.0,31611.0,0.0,31611.0,0.0
custom_heavyhex,290,hh,9,9,,basic,sabre,18731.059,2312631.723519,18731.059,2312631.723519,18731.059,2312631.723519
custom_heavyhex,290,hh,9,9,,basic,dense,27590.0,0.0,27590.0,0.0,27590.0,0.0
