backend,backend_size,code,distance,cycles,state,routing_method,layout_method,gate_overhead_mean,gate_overhead_var,tq_gate_overhead_mean,tq_gate_overhead_var,swap_overhead_mean,swap_overhead_var
custom_grid,289,surface,11,11,,sabre,trivial,11465.926,268185.406524,11465.926,268185.406524,11465.926,268185.406524
custom_grid,289,surface,11,11,,sabre,dense,13175.54,259748.01239999998,13175.54,259748.01239999998,13175.54,259748.01239999998
custom_grid,289,hh,10,10,,sabre,trivial,12089.33,52812.7491,12089.33,52812.7491,12089.33,52812.7491
custom_grid,289,hh,10,10,,sabre,dense,14063.981,119094.584639,14063.981,119094.584639,14063.981,119094.584639
custom_grid,289,surface,11,11,,sabre,sabre,3288.283,181034.24691100002,3288.283,181034.24691100002,3288.283,181034.24691100002
custom_grid,289,hh,10,10,,sabre,sabre,4516.717,133127.032911,4516.717,133127.032911,4516.717,133127.032911
custom_grid,289,gross,144,144,,sabre,trivial,57265.829,197712.439759,57265.829,197712.439759,57265.829,197712.439759
custom_grid,289,gross,144,144,,sabre,dense,58595.434,239323.21564399998,58595.434,239323.21564399998,58595.434,239323.21564399998
custom_grid,289,color,11,11,,sabre,dense,13295.246,173000.229484,13295.246,173000.229484,13295.246,173000.229484
custom_grid,289,color,11,11,,sabre,trivial,12837.553,96614.709191,12837.553,96614.709191,12837.553,96614.709191
custom_grid,289,color,11,11,,sabre,sabre,5307.796,65166.57238400001,5307.796,65166.57238400001,5307.796,65166.57238400001
custom_grid,289,gross,144,144,,sabre,sabre,44415.493,14906.135951000002,44415.493,14906.135951000002,44415.493,14906.135951000002
custom_grid,289,color,11,11,,basic,trivial,27424.0,0.0,27424.0,0.0,27424.0,0.0
custom_grid,289,color,11,11,,basic,dense,28355.0,0.0,28355.0,0.0,28355.0,0.0
custom_grid,289,bacon,17,17,,basic,trivial,0.0,0.0,0.0,0.0,0.0,0.0
custom_grid,289,color,11,11,,basic,sabre,22407.243,884943.487951,22407.243,884943.487951,22407.243,884943.487951
custom_grid,289,bacon,17,17,,sabre,dense,2146.694,830.944364,2146.694,830.944364,2146.694,830.944364
custom_grid,289,bacon,17,17,,basic,sabre,0.0,0.0,0.0,0.0,0.0,0.0
custom_grid,289,bacon,17,17,,sabre,trivial,0.0,0.0,0.0,0.0,0.0,0.0
custom_grid,289,bacon,17,17,,sabre,sabre,0.0,0.0,0.0,0.0,0.0,0.0
custom_grid,289,bacon,17,17,,stochastic,trivial,0.0,0.0,0.0,0.0,0.0,0.0
custom_grid,289,bacon,17,17,,stochastic,sabre,0.0,0.0,0.0,0.0,0.0,0.0
custom_grid,289,surface,11,11,,basic,trivial,35082.0,0.0,35082.0,0.0,35082.0,0.0
custom_grid,289,surface,11,11,,basic,sabre,26839.248,2021757.8624959998,26839.248,2021757.8624959998,26839.248,2021757.8624959998
custom_grid,289,surface,11,11,,basic,dense,40364.0,0.0,40364.0,0.0,40364.0,0.0
custom_grid,289,steane,9,9,,sabre,dense,8597.186,57355.371404,8597.186,57355.371404,8597.186,57355.371404
